initial_ave_cor,initial_ave_fit,initial_gen,initial_pop,initial_sd_cor,initial_sd_fit,final_ave_cor,final_ave_fit,final_gen,final_pop,final_sd_cor,final_sd_fit,p_reproduce,p_selection,n_offspring,truncate,distribution,fitness_correlation,correlation_correlation
0.15059430062590237,0.14835145193824031,0,5000,0.08634170809275943,0.08527524160523739,0.47016870135708805,0.8515743354043955,14,235075,0.399720710894644,0.2540909706735376,-1,-1,-1,-1,-1,-1,-1
0.1489770836485083,0.14962993655679868,0,5000,0.0867202187908368,0.08662969367698103,0.4738912093520207,0.8523003834984493,13,148306,0.399370169252227,0.25318176865671277,-1,-1,-1,-1,-1,-1,-1
0.15001663614903651,0.1511709130490286,0,5000,0.08647643716402413,0.08747649621782577,0.473365652988249,0.8500602550581386,13,175723,0.39999738597752843,0.2547941755311594,-1,-1,-1,-1,-1,-1,-1
0.14963956689029786,0.1512023448174325,0,5000,0.08738224744961105,0.08664704023632817,0.4730170162183417,0.8528648704390859,13,178244,0.4002818816727014,0.2528046564650372,-1,-1,-1,-1,-1,-1,-1
0.14802053205530147,0.1500791658659876,0,5000,0.08674459678801819,0.08562810420189361,0.4765937632652228,0.8511379083312081,13,173382,0.4000091642255159,0.2552506759843724,-1,-1,-1,-1,-1,-1,-1
0.1488695764725919,0.15043873273091732,0,5000,0.08782830325789331,0.08643360048077349,0.4695032458419733,0.8504052533788479,13,168128,0.3996828749142761,0.2554851252241472,-1,-1,-1,-1,-1,-1,-1
0.1522476025960751,0.1497947332327347,0,5000,0.0862502346013641,0.08665394472311107,0.48198916201585007,0.8507667145375069,13,155017,0.4003269446507322,0.255542731511704,-1,-1,-1,-1,-1,-1,-1
0.14914084082179624,0.15060378072071381,0,5000,0.08748993249218258,0.08608332098156969,0.4725394313140033,0.8509468713826348,13,154551,0.39965074718739274,0.25461688427029444,-1,-1,-1,-1,-1,-1,-1
0.14992238711903869,0.15035611817725614,0,5000,0.0869435165986372,0.08646654608801266,0.4670611316455768,0.8511800838152777,13,161734,0.4001549776735083,0.25382712619824366,-1,-1,-1,-1,-1,-1,-1
0.15004821438699484,0.14988693052210927,0,5000,0.08733255490536936,0.08717553906389741,0.4804747498140827,0.8518559860616701,13,175997,0.40008806813951386,0.2538169109441713,-1,-1,-1,-1,-1,-1,-1
